Cohort Year,Division Number,Division Name,Type of Graduation Rate,Rate Type,Graduation Rate,Students in Cohort,Total Graduates,Advanced Studies,IB,Standard,Other Diplomas,Applied Studies,GED,ISAEP,Certificate of Completion,Completion Rate,Dropout Rate,Dropouts,Still Enrolled,Long-Term Absence
2015,55,Lunenburg County,On-Time Graduation Rate,4 yr rate,88.57%,105,93,42,0,43,<,<,0,0,0,88.57%,6.67%,7,3,2
2015,115,Lynchburg City,On-Time Graduation Rate,4 yr rate,82.30%,627,516,246,0,247,18,<,3,10,13,86.44%,7.18%,45,24,16
2015,56,Madison County,On-Time Graduation Rate,4 yr rate,95.21%,146,139,83,0,48,<,<,1,1,0,96.58%,2.74%,4,1,0
2015,143,Manassas City,On-Time Graduation Rate,4 yr rate,86.24%,516,445,212,0,214,<,15,1,10,0,88.37%,7.56%,39,5,16
2015,144,Manassas Park City,On-Time Graduation Rate,4 yr rate,87.92%,207,182,77,0,99,<,<,1,2,0,89.37%,8.70%,18,4,0
2015,116,Martinsville City,On-Time Graduation Rate,4 yr rate,80.89%,157,127,55,0,65,<,<,1,3,0,83.44%,7.01%,11,15,0
2015,57,Mathews County,On-Time Graduation Rate,4 yr rate,92.98%,114,106,54,0,44,<,<,2,0,0,94.74%,2.63%,3,3,0
2015,58,Mecklenburg County,On-Time Graduation Rate,4 yr rate,93.66%,347,325,143,0,162,19,<,0,1,<,94.24%,4.03%,14,5,1
2015,59,Middlesex County,On-Time Graduation Rate,4 yr rate,94.74%,95,90,51,0,36,<,<,0,0,0,94.74%,5.26%,5,0,0
2015,60,Montgomery County,On-Time Graduation Rate,4 yr rate,87.57%,732,641,361,0,263,<,13,4,18,10,91.94%,6.97%,51,8,0
2015,62,Nelson County,On-Time Graduation Rate,4 yr rate,83.92%,143,120,65,0,47,<,<,0,14,0,93.71%,6.29%,9,0,0
2015,63,New Kent County,On-Time Graduation Rate,4 yr rate,92.65%,245,227,121,0,101,<,0,0,12,0,97.55%,1.22%,3,3,0
2015,117,Newport News City,On-Time Graduation Rate,4 yr rate,89.50%,"1,876","1,679",701,25,894,<,53,8,50,<,92.86%,2.77%,52,64,18
2015,118,Norfolk City,On-Time Graduation Rate,4 yr rate,80.65%,"1,747","1,409",625,28,693,17,46,10,66,<,85.06%,5.78%,101,116,44
2015,65,Northampton County,On-Time Graduation Rate,4 yr rate,84.38%,96,81,35,0,39,<,<,1,0,<,86.46%,9.38%,9,4,0
2015,66,Northumberland County,On-Time Graduation Rate,4 yr rate,94.50%,109,103,51,0,48,<,<,0,3,0,97.25%,1.83%,2,1,0
2015,119,Norton City,On-Time Graduation Rate,4 yr rate,94.83%,58,55,26,0,29,0,0,1,0,0,96.55%,1.72%,1,1,0
2015,67,Nottoway County,On-Time Graduation Rate,4 yr rate,85.55%,173,148,63,0,74,<,<,0,0,0,85.55%,10.40%,18,7,0
2015,68,Orange County,On-Time Graduation Rate,4 yr rate,90.73%,356,323,156,0,153,<,<,0,3,0,91.57%,3.09%,11,15,4
2015,69,Page County,On-Time Graduation Rate,4 yr rate,98.18%,274,269,135,0,128,<,<,2,1,0,99.27%,0.73%,2,0,0
2015,70,Patrick County,On-Time Graduation Rate,4 yr rate,90.91%,198,180,85,0,85,<,<,0,1,0,91.41%,5.56%,11,6,0
2015,120,Petersburg City,On-Time Graduation Rate,4 yr rate,70.93%,289,205,56,0,116,11,22,3,3,0,73.01%,8.30%,24,33,21
2015,71,Pittsylvania County,On-Time Graduation Rate,4 yr rate,91.10%,730,665,312,0,329,<,22,0,2,<,91.51%,6.16%,45,15,2
2015,142,Poquoson City,On-Time Graduation Rate,4 yr rate,94.82%,193,183,136,0,45,<,<,1,7,0,98.96%,1.04%,2,0,0
2015,121,Portsmouth City,On-Time Graduation Rate,4 yr rate,86.99%,930,809,309,0,449,17,34,4,20,0,89.57%,4.95%,46,49,2
2015,72,Powhatan County,On-Time Graduation Rate,4 yr rate,92.92%,339,315,197,0,112,<,<,6,1,0,94.99%,2.06%,7,6,4
2015,73,Prince Edward County,On-Time Graduation Rate,4 yr rate,85.71%,175,150,54,0,86,<,<,0,4,0,88.00%,9.71%,17,4,0
2015,74,Prince George County,On-Time Graduation Rate,4 yr rate,85.15%,478,407,189,0,206,<,11,5,1,<,86.61%,9.21%,44,18,2
2015,75,Prince William County,On-Time Graduation Rate,4 yr rate,91.42%,"6,188","5,657","2,898",47,"2,477",73,162,9,29,0,92.03%,6.00%,371,119,3
2015,77,Pulaski County,On-Time Graduation Rate,4 yr rate,90.18%,326,294,137,0,123,15,19,0,5,0,91.72%,4.91%,16,11,0
2015,122,Radford City,On-Time Graduation Rate,4 yr rate,96.69%,121,117,50,0,55,<,<,0,0,<,97.52%,0.83%,1,1,1
2015,78,Rappahannock County,On-Time Graduation Rate,4 yr rate,94.52%,73,69,37,0,29,<,<,0,1,<,97.26%,2.74%,2,0,0
2015,123,Richmond City,On-Time Graduation Rate,4 yr rate,81.34%,"1,420","1,155",384,0,619,89,63,5,2,0,81.83%,11.90%,169,85,4
2015,79,Richmond County,On-Time Graduation Rate,4 yr rate,92.68%,82,76,42,0,32,<,<,0,2,0,95.12%,3.66%,3,1,0
2015,124,Roanoke City,On-Time Graduation Rate,4 yr rate,85.60%,882,755,298,0,384,15,58,3,0,23,88.55%,10.32%,91,9,1
2015,80,Roanoke County,On-Time Graduation Rate,4 yr rate,94.63%,"1,118","1,058",591,0,431,<,31,2,5,0,95.26%,3.13%,35,12,6
2015,81,Rockbridge County,On-Time Graduation Rate,4 yr rate,92.43%,251,232,115,0,104,<,<,0,3,0,93.63%,5.58%,14,2,0
2015,82,Rockingham County,On-Time Graduation Rate,4 yr rate,91.23%,878,801,394,0,383,<,15,2,2,<,92.37%,4.78%,42,25,0
2015,83,Russell County,On-Time Graduation Rate,4 yr rate,94.06%,320,301,109,0,174,18,0,1,1,<,95.00%,4.38%,14,1,1
2015,139,Salem City,On-Time Graduation Rate,4 yr rate,94.20%,345,325,207,0,108,<,<,0,10,0,97.10%,2.61%,9,1,0
2015,84,Scott County,On-Time Graduation Rate,4 yr rate,94.42%,269,254,136,0,106,<,<,1,3,<,96.28%,2.97%,8,2,0
2015,85,Shenandoah County,On-Time Graduation Rate,4 yr rate,95.89%,487,467,254,0,188,<,18,0,6,0,97.13%,2.05%,10,4,0
2015,86,Smyth County,On-Time Graduation Rate,4 yr rate,93.31%,344,321,133,0,173,12,<,0,2,0,93.90%,4.65%,16,5,0
2015,87,Southampton County,On-Time Graduation Rate,4 yr rate,88.66%,194,172,73,0,88,<,<,0,0,0,88.66%,5.67%,11,10,1
2015,88,Spotsylvania County,On-Time Graduation Rate,4 yr rate,90.24%,"1,844","1,664",987,0,643,20,14,0,41,0,92.46%,4.66%,86,20,33
2015,89,Stafford County,On-Time Graduation Rate,4 yr rate,92.50%,"2,320","2,146","1,349",51,714,<,24,2,13,0,93.15%,4.31%,100,57,2
2015,126,Staunton City,On-Time Graduation Rate,4 yr rate,91.01%,189,172,97,0,75,0,0,0,3,0,92.59%,3.70%,7,7,0
2015,127,Suffolk City,On-Time Graduation Rate,4 yr rate,86.16%,"1,026",884,424,17,413,<,22,8,2,0,87.13%,9.55%,98,27,7
2015,90,Surry County,On-Time Graduation Rate,4 yr rate,88.46%,78,69,35,0,29,<,<,0,0,0,88.46%,3.85%,3,5,1
2015,91,Sussex County,On-Time Graduation Rate,4 yr rate,89.16%,83,74,27,0,35,<,<,0,0,0,89.16%,4.82%,4,5,0
2015,92,Tazewell County,On-Time Graduation Rate,4 yr rate,84.21%,437,368,130,0,201,<,35,12,15,0,90.39%,7.55%,33,7,2
2015,128,Virginia Beach City,On-Time Graduation Rate,4 yr rate,89.79%,"5,289","4,749","2,775",108,"1,698",23,145,6,104,19,92.23%,5.22%,276,134,1
2015,93,Warren County,On-Time Graduation Rate,4 yr rate,92.65%,422,391,210,0,162,<,18,0,1,<,93.36%,2.61%,11,17,0
2015,94,Washington County,On-Time Graduation Rate,4 yr rate,94.99%,519,493,235,0,234,<,19,1,7,0,96.53%,2.89%,15,3,0
2015,130,Waynesboro City,On-Time Graduation Rate,4 yr rate,79.74%,232,185,94,0,85,<,0,0,5,11,86.64%,7.76%,18,10,3
2015,207,West Point,On-Time Graduation Rate,4 yr rate,98.44%,64,63,43,0,20,0,0,0,0,0,98.44%,1.56%,1,0,0
2015,95,Westmoreland County,On-Time Graduation Rate,4 yr rate,88.43%,121,107,53,0,45,<,<,1,0,0,89.26%,6.61%,8,3,2
2015,131,Williamsburg-James City County,On-Time Graduation Rate,4 yr rate,90.93%,860,782,491,0,269,<,15,0,28,<,94.30%,1.63%,14,20,15
2015,132,Winchester City,On-Time Graduation Rate,4 yr rate,92.71%,288,267,138,0,113,<,<,0,4,<,95.14%,2.43%,7,7,0
2015,96,Wise County,On-Time Graduation Rate,4 yr rate,91.78%,438,402,179,0,200,<,14,0,4,0,92.69%,5.71%,25,7,0
2015,97,Wythe County,On-Time Graduation Rate,4 yr rate,90.51%,295,267,126,0,133,<,<,1,0,<,91.86%,5.42%,16,7,1
2015,98,York County,On-Time Graduation Rate,4 yr rate,94.55%,991,937,602,19,301,<,<,2,3,0,95.06%,3.63%,36,9,4
2016,1,Accomack County,On-Time Graduation Rate,4 yr rate,88.64%,396,351,183,0,156,11,<,2,1,<,89.90%,7.07%,28,2,10
2016,2,Albemarle County,On-Time Graduation Rate,4 yr rate,95.20%,"1,042",992,703,0,254,<,31,0,6,<,95.87%,2.69%,28,14,1
2016,101,Alexandria City,On-Time Graduation Rate,4 yr rate,82.40%,824,679,294,0,349,<,27,1,11,<,83.98%,10.56%,87,17,28
2016,3,Alleghany County,On-Time Graduation Rate,4 yr rate,92.92%,226,210,97,0,95,<,13,1,1,0,93.81%,4.87%,11,3,0
2016,4,Amelia County,On-Time Graduation Rate,4 yr rate,96.79%,156,151,63,0,80,<,<,0,0,0,96.79%,3.21%,5,0,0
2016,5,Amherst County,On-Time Graduation Rate,4 yr rate,91.04%,335,305,147,0,154,0,<,1,9,<,94.63%,2.69%,9,5,4
2016,6,Appomattox County,On-Time Graduation Rate,4 yr rate,92.35%,170,157,89,0,57,<,<,2,3,0,95.29%,4.12%,7,1,0
2016,7,Arlington County,On-Time Graduation Rate,4 yr rate,91.10%,"1,483","1,351",839,78,388,39,<,0,2,13,92.11%,5.46%,81,36,0
2016,8,Augusta County,On-Time Graduation Rate,4 yr rate,92.15%,841,775,423,0,320,13,19,4,4,0,93.10%,4.88%,41,16,1
2016,9,Bath County,On-Time Graduation Rate,4 yr rate,93.75%,48,45,23,0,22,0,0,0,1,0,95.83%,2.08%,1,1,0
2016,10,Bedford County,On-Time Graduation Rate,4 yr rate,92.94%,878,816,429,0,363,<,17,2,6,<,93.96%,4.90%,43,10,0
2016,11,Bland County,On-Time Graduation Rate,4 yr rate,90.77%,65,59,16,0,38,<,<,0,0,0,90.77%,9.23%,6,0,0
2016,12,Botetourt County,On-Time Graduation Rate,4 yr rate,95.52%,424,405,262,0,134,0,<,0,0,0,95.52%,2.12%,9,4,6
2016,102,Bristol City,On-Time Graduation Rate,4 yr rate,89.66%,174,156,57,0,82,10,<,0,0,0,89.66%,4.60%,8,6,4
2016,13,Brunswick County,On-Time Graduation Rate,4 yr rate,82.47%,154,127,45,0,74,<,<,0,2,0,83.77%,12.99%,20,5,0
2016,14,Buchanan County,On-Time Graduation Rate,4 yr rate,86.02%,236,203,53,0,135,15,0,1,3,<,89.83%,6.78%,16,8,0
2016,15,Buckingham County,On-Time Graduation Rate,4 yr rate,91.03%,145,132,72,0,53,<,<,0,0,0,91.03%,6.90%,10,3,0
2016,103,Buena Vista City,On-Time Graduation Rate,4 yr rate,79.22%,77,61,27,0,30,<,<,1,1,0,81.82%,11.69%,9,4,1
2016,16,Campbell County,On-Time Graduation Rate,4 yr rate,89.95%,647,582,282,0,290,<,<,0,13,0,91.96%,4.33%,28,14,10
2016,17,Caroline County,On-Time Graduation Rate,4 yr rate,88.46%,286,253,126,0,118,<,<,1,0,0,88.81%,6.64%,19,10,3
2016,18,Carroll County,On-Time Graduation Rate,4 yr rate,92.36%,288,266,138,0,126,<,<,2,1,0,93.40%,5.21%,15,4,0
2016,19,Charles City County,On-Time Graduation Rate,4 yr rate,98.44%,64,63,29,0,30,0,<,0,0,<,100.00%,0.00%,0,0,0
2016,20,Charlotte County,On-Time Graduation Rate,4 yr rate,90.58%,138,124,74,0,44,<,<,3,1,0,93.48%,6.52%,9,0,0
2016,104,Charlottesville City,On-Time Graduation Rate,4 yr rate,89.42%,274,245,129,0,97,<,13,2,0,0,90.15%,7.66%,21,6,0
2016,136,Chesapeake City,On-Time Graduation Rate,4 yr rate,93.41%,"3,187","2,977","1,747",42,"1,016",71,101,9,28,<,94.76%,3.64%,116,50,1
2016,21,Chesterfield County,On-Time Graduation Rate,4 yr rate,90.88%,"4,772","4,337","2,590",0,"1,624",35,88,6,47,<,92.12%,6.43%,307,68,1
2016,22,Clarke County,On-Time Graduation Rate,4 yr rate,97.54%,203,198,115,6,69,<,<,0,1,0,98.03%,1.48%,3,0,1
2016,202,Colonial Beach,On-Time Graduation Rate,4 yr rate,95.24%,42,40,18,0,17,<,<,0,0,0,95.24%,4.76%,2,0,0
2016,106,Colonial Heights City,On-Time Graduation Rate,4 yr rate,93.42%,228,213,144,0,60,<,<,1,1,0,94.30%,1.75%,4,1,8
2016,107,Covington City,On-Time Graduation Rate,4 yr rate,79.69%,64,51,21,0,28,<,<,3,0,0,84.38%,14.06%,9,1,0
2016,23,Craig County,On-Time Graduation Rate,4 yr rate,95.65%,46,44,12,0,28,<,<,0,0,0,95.65%,2.17%,1,0,1
2016,24,Culpeper County,On-Time Graduation Rate,4 yr rate,92.73%,578,536,286,0,228,<,20,3,1,<,94.12%,3.98%,23,8,3
2016,25,Cumberland County,On-Time Graduation Rate,4 yr rate,91.35%,104,95,56,0,34,0,<,0,0,0,91.35%,5.77%,6,3,0
2016,108,Danville City,On-Time Graduation Rate,4 yr rate,81.01%,495,401,168,5,189,11,28,0,11,12,85.66%,7.27%,36,24,11
2016,26,Dickenson County,On-Time Graduation Rate,4 yr rate,90.40%,198,179,51,0,120,<,<,0,2,0,91.41%,6.06%,12,5,0
2016,27,Dinwiddie County,On-Time Graduation Rate,4 yr rate,87.46%,343,300,129,0,151,<,17,1,7,<,92.13%,6.12%,21,4,2
2016,28,Essex County,On-Time Graduation Rate,4 yr rate,86.86%,137,119,44,0,66,<,<,2,2,0,89.78%,8.76%,12,2,0
2016,29,Fairfax County,On-Time Graduation Rate,4 yr rate,92.30%,"14,086","13,002","8,297",425,"3,853",249,178,27,37,<,92.82%,6.23%,878,125,8
2016,109,Falls Church City,On-Time Graduation Rate,4 yr rate,99.47%,188,187,102,42,40,<,<,0,0,0,99.47%,0.53%,1,0,0
2016,30,Fauquier County,On-Time Graduation Rate,4 yr rate,95.22%,963,917,521,0,363,21,12,1,14,<,97.09%,2.08%,20,8,0
2016,31,Floyd County,On-Time Graduation Rate,4 yr rate,92.68%,164,152,57,0,89,<,<,0,0,0,92.68%,6.71%,11,1,0
2016,32,Fluvanna County,On-Time Graduation Rate,4 yr rate,94.37%,284,268,156,0,104,<,<,0,0,0,94.37%,2.46%,7,4,5
2016,135,Franklin City,On-Time Graduation Rate,4 yr rate,88.89%,72,64,28,0,32,<,<,1,0,0,90.28%,5.56%,4,3,0
2016,33,Franklin County,On-Time Graduation Rate,4 yr rate,91.59%,511,468,254,0,196,<,10,0,2,0,91.98%,5.28%,27,14,0
2016,34,Frederick County,On-Time Graduation Rate,4 yr rate,93.47%,995,930,537,0,359,23,11,0,6,<,94.17%,2.91%,29,12,17
2016,110,Fredericksburg City,On-Time Graduation Rate,4 yr rate,88.65%,282,250,161,0,81,<,<,1,0,0,89.01%,8.51%,24,7,0
2016,111,Galax City,On-Time Graduation Rate,4 yr rate,86.36%,110,95,58,0,33,<,<,0,2,0,88.18%,8.18%,9,4,0
2016,35,Giles County,On-Time Graduation Rate,4 yr rate,85.13%,195,166,44,0,114,0,<,3,1,0,87.18%,11.28%,22,3,0
2016,36,Gloucester County,On-Time Graduation Rate,4 yr rate,90.54%,423,383,166,0,198,0,19,0,0,0,90.54%,4.02%,17,23,0
2016,37,Goochland County,On-Time Graduation Rate,4 yr rate,97.13%,209,203,128,0,69,0,<,0,0,0,97.13%,2.39%,5,1,0
2016,38,Grayson County,On-Time Graduation Rate,4 yr rate,90.58%,138,125,60,0,59,<,<,1,0,0,91.30%,2.90%,4,1,7
2016,39,Greene County,On-Time Graduation Rate,4 yr rate,93.26%,193,180,108,0,71,0,<,0,0,0,93.26%,5.70%,11,2,0
2016,40,Greensville County,On-Time Graduation Rate,4 yr rate,85.39%,178,152,58,0,81,<,<,0,0,0,85.39%,6.74%,12,14,0
2016,41,Halifax County,On-Time Graduation Rate,4 yr rate,93.35%,406,379,155,0,198,<,21,4,0,<,95.57%,3.94%,16,2,0
2016,112,Hampton City,On-Time Graduation Rate,4 yr rate,90.54%,"1,511","1,368",585,0,718,12,53,11,30,0,93.25%,2.78%,42,59,1
2016,42,Hanover County,On-Time Graduation Rate,4 yr rate,95.36%,"1,507","1,437",945,47,403,26,16,3,7,<,96.22%,2.85%,43,14,0
2016,113,Harrisonburg City,On-Time Graduation Rate,4 yr rate,89.37%,348,311,174,0,121,0,16,1,0,<,91.38%,6.32%,22,8,0
2016,43,Henrico County,On-Time Graduation Rate,4 yr rate,91.04%,"3,893","3,544","1,916",52,"1,389",122,65,2,39,16,92.50%,5.91%,230,62,0
2016,44,Henry County,On-Time Graduation Rate,4 yr rate,91.34%,554,506,244,0,233,12,17,5,3,0,92.78%,5.05%,28,8,4
2016,45,Highland County,On-Time Graduation Rate,4 yr rate,100.00%,15,15,7,0,4,<,<,0,0,0,100.00%,0.00%,0,0,0
2016,114,Hopewell City,On-Time Graduation Rate,4 yr rate,85.14%,296,252,79,0,159,<,<,1,1,0,85.81%,11.49%,34,8,0
2016,46,Isle of Wight County,On-Time Graduation Rate,4 yr rate,92.71%,439,407,226,0,171,<,<,1,4,0,93.85%,4.10%,18,9,0
2016,48,King George County,On-Time Graduation Rate,4 yr rate,94.84%,349,331,190,0,134,<,<,0,0,0,94.84%,3.72%,13,5,0
2016,50,King William County,On-Time Graduation Rate,4 yr rate,89.14%,175,156,73,0,68,<,<,0,0,0,89.14%,10.86%,19,0,0
2016,49,King and Queen County,On-Time Graduation Rate,4 yr rate,82.35%,51,42,11,0,25,0,<,0,0,0,82.35%,9.80%,5,4,0
2016,51,Lancaster County,On-Time Graduation Rate,4 yr rate,89.72%,107,96,42,0,44,<,<,1,0,0,90.65%,8.41%,9,1,0
2016,52,Lee County,On-Time Graduation Rate,4 yr rate,85.42%,240,205,55,0,137,10,<,1,2,<,88.33%,8.33%,20,7,1
2016,137,Lexington City,On-Time Graduation Rate,4 yr rate,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<
2016,53,Loudoun County,On-Time Graduation Rate,4 yr rate,95.94%,"5,126","4,918","3,655",0,"1,161",24,78,3,23,19,96.82%,2.56%,131,23,9
2016,54,Louisa County,On-Time Graduation Rate,4 yr rate,92.73%,385,357,188,0,146,14,<,0,0,<,94.03%,5.45%,21,2,0
2016,55,Lunenburg County,On-Time Graduation Rate,4 yr rate,82.11%,123,101,45,0,49,<,<,0,1,0,82.93%,10.57%,13,5,3
2016,115,Lynchburg City,On-Time Graduation Rate,4 yr rate,85.55%,595,509,235,0,249,19,<,3,7,12,89.24%,8.07%,48,14,2
2016,56,Madison County,On-Time Graduation Rate,4 yr rate,96.45%,141,136,81,0,49,<,<,1,1,0,97.87%,1.42%,2,1,0
2016,143,Manassas City,On-Time Graduation Rate,4 yr rate,79.82%,555,443,233,0,196,<,10,2,7,0,81.44%,8.65%,48,16,39
2016,144,Manassas Park City,On-Time Graduation Rate,4 yr rate,86.32%,234,202,105,0,89,<,<,1,1,0,87.18%,10.68%,25,2,3
2016,116,Martinsville City,On-Time Graduation Rate,4 yr rate,85.96%,171,147,95,0,46,<,<,2,1,0,87.72%,6.43%,11,10,0
2016,57,Mathews County,On-Time Graduation Rate,4 yr rate,96.40%,111,107,59,0,43,0,<,0,0,<,97.30%,0.90%,1,2,0
2016,58,Mecklenburg County,On-Time Graduation Rate,4 yr rate,90.81%,381,346,161,0,157,25,<,0,0,<,91.86%,4.20%,16,14,1
2016,59,Middlesex County,On-Time Graduation Rate,4 yr rate,89.89%,89,80,47,0,29,<,<,0,0,0,89.89%,5.62%,5,3,1
2016,60,Montgomery County,On-Time Graduation Rate,4 yr rate,94.47%,760,718,417,0,271,<,27,2,3,0,95.13%,3.95%,30,7,0
2016,62,Nelson County,On-Time Graduation Rate,4 yr rate,91.98%,162,149,78,0,65,<,<,0,4,0,94.44%,4.94%,8,1,0
2016,63,New Kent County,On-Time Graduation Rate,4 yr rate,92.59%,216,200,125,0,69,<,<,0,2,0,93.52%,4.63%,10,4,0
2016,117,Newport News City,On-Time Graduation Rate,4 yr rate,92.10%,"1,784","1,643",683,16,895,<,43,3,50,0,95.07%,2.41%,43,36,9
2016,118,Norfolk City,On-Time Graduation Rate,4 yr rate,84.94%,"1,873","1,591",599,22,894,15,61,8,56,<,88.41%,6.25%,117,86,14
2016,65,Northampton County,On-Time Graduation Rate,4 yr rate,86.79%,106,92,27,0,63,0,<,0,1,<,90.57%,7.55%,8,2,0
2016,66,Northumberland County,On-Time Graduation Rate,4 yr rate,93.94%,99,93,35,0,51,<,<,0,1,0,94.95%,4.04%,4,1,0
2016,119,Norton City,On-Time Graduation Rate,4 yr rate,98.25%,57,56,31,0,22,0,<,0,0,0,98.25%,0.00%,0,1,0
2016,67,Nottoway County,On-Time Graduation Rate,4 yr rate,87.82%,156,137,63,0,62,<,<,0,1,0,88.46%,8.97%,14,4,0
2016,68,Orange County,On-Time Graduation Rate,4 yr rate,93.75%,384,360,190,0,164,<,<,0,5,0,95.05%,3.13%,12,7,0
2016,69,Page County,On-Time Graduation Rate,4 yr rate,97.35%,264,257,154,0,101,<,<,0,3,<,98.86%,0.38%,1,1,1
2016,70,Patrick County,On-Time Graduation Rate,4 yr rate,91.37%,197,180,78,0,89,<,<,0,1,0,91.88%,4.57%,9,7,0
2016,120,Petersburg City,On-Time Graduation Rate,4 yr rate,84.31%,274,231,59,0,145,<,23,3,0,0,85.40%,7.30%,20,14,6
2016,71,Pittsylvania County,On-Time Graduation Rate,4 yr rate,93.09%,709,660,328,0,311,<,15,0,0,0,93.09%,6.06%,43,6,0
2016,142,Poquoson City,On-Time Graduation Rate,4 yr rate,92.39%,197,182,135,0,43,<,<,0,1,0,92.89%,3.05%,6,8,0
2016,121,Portsmouth City,On-Time Graduation Rate,4 yr rate,89.00%,"1,009",898,341,0,506,<,48,5,15,0,90.98%,4.66%,47,34,10
2016,72,Powhatan County,On-Time Graduation Rate,4 yr rate,94.89%,352,334,190,0,139,<,<,5,0,0,96.31%,3.13%,11,2,0
2016,73,Prince Edward County,On-Time Graduation Rate,4 yr rate,90.42%,167,151,77,0,66,<,<,0,1,0,91.02%,6.59%,11,4,0
2016,74,Prince George County,On-Time Graduation Rate,4 yr rate,88.34%,463,409,179,0,223,0,<,1,0,<,88.98%,5.40%,25,23,3
2016,75,Prince William County,On-Time Graduation Rate,4 yr rate,91.67%,"6,204","5,687","2,906",42,"2,546",49,144,8,36,0,92.38%,5.67%,352,119,2
2016,77,Pulaski County,On-Time Graduation Rate,4 yr rate,92.97%,327,304,113,0,160,11,20,0,5,<,95.41%,3.67%,12,3,0
2016,122,Radford City,On-Time Graduation Rate,4 yr rate,95.83%,120,115,57,0,46,<,<,0,0,0,95.83%,3.33%,4,1,0
2016,78,Rappahannock County,On-Time Graduation Rate,4 yr rate,89.39%,66,59,24,0,31,0,<,0,4,0,95.45%,1.52%,1,2,0
2016,123,Richmond City,On-Time Graduation Rate,4 yr rate,80.50%,"1,472","1,185",398,0,631,83,73,4,3,0,80.98%,9.92%,146,86,48
2016,79,Richmond County,On-Time Graduation Rate,4 yr rate,94.38%,89,84,47,0,34,0,<,0,1,0,95.51%,4.49%,4,0,0
2016,124,Roanoke City,On-Time Graduation Rate,4 yr rate,87.47%,870,761,291,0,407,<,62,1,1,10,88.85%,10.46%,91,6,0
2016,80,Roanoke County,On-Time Graduation Rate,4 yr rate,94.08%,"1,234","1,161",695,0,425,<,35,3,8,0,94.98%,4.05%,50,12,0
2016,81,Rockbridge County,On-Time Graduation Rate,4 yr rate,91.08%,269,245,121,0,118,<,<,0,0,0,91.08%,7.81%,21,3,0
2016,82,Rockingham County,On-Time Graduation Rate,4 yr rate,94.17%,875,824,441,0,363,<,17,0,1,<,94.40%,4.69%,41,8,0
2016,83,Russell County,On-Time Graduation Rate,4 yr rate,93.27%,312,291,98,0,182,<,<,1,0,<,94.23%,3.53%,11,6,1
2016,139,Salem City,On-Time Graduation Rate,4 yr rate,94.86%,292,277,182,0,84,<,<,0,2,0,95.55%,4.11%,12,1,0
2016,84,Scott County,On-Time Graduation Rate,4 yr rate,94.60%,278,263,147,0,98,<,13,1,0,<,95.32%,4.68%,13,0,0
2016,85,Shenandoah County,On-Time Graduation Rate,4 yr rate,94.70%,472,447,233,0,188,<,23,1,0,0,94.92%,2.75%,13,11,0
2016,86,Smyth County,On-Time Graduation Rate,4 yr rate,95.47%,331,316,125,0,177,<,<,0,0,0,95.47%,3.63%,12,3,0
2016,87,Southampton County,On-Time Graduation Rate,4 yr rate,86.91%,191,166,86,0,67,<,<,2,0,0,87.96%,6.81%,13,6,4
2016,88,Spotsylvania County,On-Time Graduation Rate,4 yr rate,89.60%,"1,904","1,706","1,049",0,607,28,22,0,27,0,91.02%,5.78%,110,42,19
2016,89,Stafford County,On-Time Graduation Rate,4 yr rate,92.93%,"2,305","2,142","1,346",36,721,<,32,5,9,0,93.54%,4.12%,95,44,10
2016,126,Staunton City,On-Time Graduation Rate,4 yr rate,91.09%,202,184,107,0,62,<,12,0,1,0,91.58%,4.95%,10,6,1
2016,127,Suffolk City,On-Time Graduation Rate,4 yr rate,87.04%,"1,057",920,390,11,481,13,25,7,2,0,87.89%,7.76%,82,40,6
2016,90,Surry County,On-Time Graduation Rate,4 yr rate,95.52%,67,64,28,0,34,<,<,0,0,0,95.52%,4.48%,3,0,0
2016,91,Sussex County,On-Time Graduation Rate,4 yr rate,89.77%,88,79,29,0,38,<,<,1,0,<,92.05%,5.68%,5,2,0
2016,92,Tazewell County,On-Time Graduation Rate,4 yr rate,92.07%,492,453,169,0,255,10,19,4,3,0,93.50%,4.27%,21,10,1
2016,128,Virginia Beach City,On-Time Graduation Rate,4 yr rate,91.35%,"5,204","4,754","2,750",97,"1,755",<,143,16,77,10,93.33%,4.65%,242,105,0
2016,93,Warren County,On-Time Graduation Rate,4 yr rate,92.90%,451,419,234,0,167,0,18,0,0,<,94.01%,3.77%,17,10,0
2016,94,Washington County,On-Time Graduation Rate,4 yr rate,96.57%,525,507,225,0,266,<,14,1,7,0,98.10%,1.52%,8,2,0
2016,130,Waynesboro City,On-Time Graduation Rate,4 yr rate,82.63%,236,195,93,0,90,<,<,2,4,<,88.14%,7.20%,17,11,0
2016,207,West Point,On-Time Graduation Rate,4 yr rate,98.15%,54,53,33,0,20,0,0,0,0,0,98.15%,1.85%,1,0,0
2016,95,Westmoreland County,On-Time Graduation Rate,4 yr rate,90.00%,140,126,61,0,63,0,<,0,0,0,90.00%,5.00%,7,4,3
2016,131,Williamsburg-James City County,On-Time Graduation Rate,4 yr rate,91.63%,896,821,538,0,261,<,18,0,21,0,93.97%,4.13%,37,15,2
2016,132,Winchester City,On-Time Graduation Rate,4 yr rate,91.09%,303,276,149,0,107,<,11,1,1,<,92.41%,5.28%,16,7,0
